idx	speaker	path
p311_p311_267	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_267.wav
p311_p311_161	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_161.wav
p311_p311_067	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_067.wav
p311_p311_102	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_102.wav
p311_p311_328	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_328.wav
p311_p311_312	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_312.wav
p311_p311_199	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_199.wav
p311_p311_288	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_288.wav
p311_p311_120	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_120.wav
p311_p311_030	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_030.wav
p311_p311_201	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_201.wav
p311_p311_051	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_051.wav
p311_p311_380	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_380.wav
p311_p311_184	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_184.wav
p311_p311_372	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_372.wav
p311_p311_217	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_217.wav
p311_p311_268	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_268.wav
p311_p311_305	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_305.wav
p311_p311_276	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_276.wav
p311_p311_188	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_188.wav
p311_p311_146	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_146.wav
p311_p311_033	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_033.wav
p311_p311_204	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_204.wav
p311_p311_345	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_345.wav
p311_p311_129	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_129.wav
p311_p311_065	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_065.wav
p311_p311_117	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_117.wav
p311_p311_098	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_098.wav
p311_p311_421	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_421.wav
p311_p311_016	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_016.wav
p311_p311_300	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_300.wav
p311_p311_170	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_170.wav
p311_p311_371	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_371.wav
p311_p311_324	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_324.wav
p311_p311_236	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_236.wav
p311_p311_015	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_015.wav
p311_p311_255	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_255.wav
p311_p311_004	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_004.wav
p311_p311_202	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_202.wav
p311_p311_050	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_050.wav
p311_p311_211	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_211.wav
p311_p311_309	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_309.wav
p311_p311_206	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_206.wav
p311_p311_347	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_347.wav
p311_p311_219	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_219.wav
p311_p311_074	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_074.wav
p311_p311_037	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_037.wav
p311_p311_249	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_249.wav
p311_p311_056	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_056.wav
p311_p311_321	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_321.wav
p311_p311_084	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_084.wav
p311_p311_063	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_063.wav
p311_p311_024	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_024.wav
p311_p311_286	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_286.wav
p311_p311_042	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_042.wav
p311_p311_080	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_080.wav
p311_p311_411	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_411.wav
p311_p311_400	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_400.wav
p311_p311_023	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_023.wav
p311_p311_323	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_323.wav
p311_p311_422	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_422.wav
p311_p311_307	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_307.wav
p311_p311_258	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_258.wav
p311_p311_041	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_041.wav
p311_p311_097	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_097.wav
p311_p311_114	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_114.wav
p311_p311_227	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_227.wav
p311_p311_266	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_266.wav
p311_p311_238	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_238.wav
p311_p311_106	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_106.wav
p311_p311_331	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_331.wav
p311_p311_260	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_260.wav
p311_p311_259	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_259.wav
p311_p311_178	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_178.wav
p311_p311_038	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_038.wav
p311_p311_287	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_287.wav
p311_p311_366	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_366.wav
p311_p311_159	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_159.wav
p311_p311_416	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_416.wav
p311_p311_039	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_039.wav
p311_p311_022	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_022.wav
p311_p311_158	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_158.wav
p311_p311_127	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_127.wav
p311_p311_230	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_230.wav
p311_p311_285	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_285.wav
p311_p311_070	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_070.wav
p311_p311_132	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_132.wav
p311_p311_245	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_245.wav
p311_p311_226	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_226.wav
p311_p311_395	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_395.wav
p311_p311_378	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_378.wav
p311_p311_293	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_293.wav
p311_p311_342	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_342.wav
p311_p311_369	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_369.wav
p311_p311_251	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_251.wav
p311_p311_325	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_325.wav
p311_p311_036	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_036.wav
p311_p311_066	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_066.wav
p311_p311_292	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_292.wav
p311_p311_233	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_233.wav
p311_p311_169	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_169.wav
p311_p311_116	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_116.wav
p311_p311_111	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_111.wav
p311_p311_104	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_104.wav
p311_p311_208	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_208.wav
p311_p311_135	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_135.wav
p311_p311_105	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_105.wav
p311_p311_008	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_008.wav
p311_p311_254	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_254.wav
p311_p311_237	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_237.wav
p311_p311_334	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_334.wav
p311_p311_186	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_186.wav
p311_p311_218	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_218.wav
p311_p311_133	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_133.wav
p311_p311_175	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_175.wav
p311_p311_179	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_179.wav
p311_p311_079	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_079.wav
p311_p311_394	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_394.wav
p311_p311_103	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_103.wav
p311_p311_272	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_272.wav
p311_p311_189	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_189.wav
p311_p311_355	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_355.wav
p311_p311_090	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_090.wav
p311_p311_319	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_319.wav
p311_p311_284	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_284.wav
p311_p311_122	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_122.wav
p311_p311_280	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_280.wav
p311_p311_385	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_385.wav
p311_p311_357	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_357.wav
p311_p311_205	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_205.wav
p311_p311_350	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_350.wav
p311_p311_302	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_302.wav
p311_p311_271	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_271.wav
p311_p311_149	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_149.wav
p311_p311_330	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_330.wav
p311_p311_115	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_115.wav
p311_p311_139	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_139.wav
p311_p311_363	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_363.wav
p311_p311_151	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_151.wav
p311_p311_075	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_075.wav
p311_p311_210	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_210.wav
p311_p311_108	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_108.wav
p311_p311_216	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_216.wav
p311_p311_397	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_397.wav
p311_p311_157	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_157.wav
p311_p311_410	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_410.wav
p311_p311_335	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_335.wav
p311_p311_027	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_027.wav
p311_p311_297	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_297.wav
p311_p311_367	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_367.wav
p311_p311_392	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_392.wav
p311_p311_152	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_152.wav
p311_p311_244	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_244.wav
p311_p311_018	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_018.wav
p311_p311_181	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_181.wav
p311_p311_083	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_083.wav
p311_p311_282	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_282.wav
p311_p311_059	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_059.wav
p311_p311_025	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_025.wav
p311_p311_128	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_128.wav
p311_p311_337	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_337.wav
p311_p311_261	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_261.wav
p311_p311_243	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_243.wav
p311_p311_322	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_322.wav
p311_p311_064	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_064.wav
p311_p311_339	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_339.wav
p311_p311_017	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_017.wav
p311_p311_404	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_404.wav
p311_p311_147	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_147.wav
p311_p311_131	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_131.wav
p311_p311_160	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_160.wav
p311_p311_235	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_235.wav
p311_p311_172	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_172.wav
p311_p311_383	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_383.wav
p311_p311_142	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_142.wav
p311_p311_121	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_121.wav
p311_p311_010	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_010.wav
p311_p311_214	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_214.wav
p311_p311_346	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_346.wav
p311_p311_352	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_352.wav
p311_p311_071	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_071.wav
p311_p311_240	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_240.wav
p311_p311_336	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_336.wav
p311_p311_085	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_085.wav
p311_p311_101	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_101.wav
p311_p311_049	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_049.wav
p311_p311_032	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_032.wav
p311_p311_349	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_349.wav
p311_p311_052	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_052.wav
p311_p311_013	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_013.wav
p311_p311_406	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_406.wav
p311_p311_248	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_248.wav
p311_p311_144	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_144.wav
p311_p311_021	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_021.wav
p311_p311_054	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_054.wav
p311_p311_304	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_304.wav
p311_p311_026	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_026.wav
p311_p311_001	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_001.wav
p311_p311_156	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_156.wav
p311_p311_291	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_291.wav
p311_p311_040	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_040.wav
p311_p311_060	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_060.wav
p311_p311_239	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_239.wav
p311_p311_381	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_381.wav
p311_p311_364	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_364.wav
p311_p311_289	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_289.wav
p311_p311_166	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_166.wav
p311_p311_195	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_195.wav
p311_p311_048	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_048.wav
p311_p311_374	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_374.wav
p311_p311_222	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_222.wav
p311_p311_089	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_089.wav
p311_p311_273	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_273.wav
p311_p311_165	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_165.wav
p311_p311_356	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_356.wav
p311_p311_062	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_062.wav
p311_p311_072	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_072.wav
p311_p311_138	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_138.wav
p311_p311_358	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_358.wav
p311_p311_423	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_423.wav
p311_p311_362	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_362.wav
p311_p311_359	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_359.wav
p311_p311_348	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_348.wav
p311_p311_417	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_417.wav
p311_p311_228	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_228.wav
p311_p311_180	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_180.wav
p311_p311_009	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_009.wav
p311_p311_409	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_409.wav
p311_p311_419	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_419.wav
p311_p311_046	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_046.wav
p311_p311_418	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_418.wav
p311_p311_043	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_043.wav
p311_p311_045	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_045.wav
p311_p311_028	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_028.wav
p311_p311_196	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_196.wav
p311_p311_344	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_344.wav
p311_p311_398	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_398.wav
p311_p311_087	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_087.wav
p311_p311_231	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_231.wav
p311_p311_269	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_269.wav
p311_p311_294	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_294.wav
p311_p311_403	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_403.wav
p311_p311_073	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_073.wav
p311_p311_203	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_203.wav
p311_p311_262	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_262.wav
p311_p311_389	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_389.wav
p311_p311_316	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_316.wav
p311_p311_164	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_164.wav
p311_p311_257	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_257.wav
p311_p311_140	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_140.wav
p311_p311_035	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_035.wav
p311_p311_197	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_197.wav
p311_p311_332	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_332.wav
p311_p311_005	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_005.wav
p311_p311_150	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_150.wav
p311_p311_341	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_341.wav
p311_p311_407	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_407.wav
p311_p311_182	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_182.wav
p311_p311_077	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_077.wav
p311_p311_278	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_278.wav
p311_p311_154	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_154.wav
p311_p311_306	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_306.wav
p311_p311_209	p311	/home/anly/Documents/storage/dataset/VCTK-Corpus/wav48/p311/p311_209.wav
